VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_duration,normalized_distance,weather,zone
2,2015-01-16 21:35:23,2015-01-16 21:49:22,1,2.39,-73.97111511230467,40.75539016723633,1,N,-73.98920440673827,40.726558685302734,1,11.0,0.5,0.5,2.3,0.0,0.3,14.6,839.0,-0.001124751417442,Clear,Otra
1,2015-01-17 17:54:16,2015-01-17 18:22:07,1,5.0,-73.99513244628906,40.74497222900391,1,N,-73.99706268310547,40.684429168701165,1,20.0,0.0,0.5,4.15,0.0,0.3,24.95,1671.0,-0.0008597263382497,Clear,Midtown Manhattan
1,2015-01-25 20:38:45,2015-01-25 20:45:58,1,1.0,-73.99349975585938,40.73332977294922,1,N,-74.00852966308595,40.73283767700195,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,433.0,-0.0012658950419927,Clear,Otra
1,2015-01-15 10:50:46,2015-01-15 10:55:55,1,1.0,-73.95592498779298,40.779632568359375,1,N,-73.9721450805664,40.78655624389648,1,6.0,0.0,0.5,1.5,0.0,0.3,8.3,309.0,-0.0012658950419927,Clear,Otra
2,2015-01-11 12:07:01,2015-01-11 12:14:55,2,1.25,-73.99549865722656,40.74308013916016,1,N,-73.97615051269531,40.73508834838867,1,7.0,0.0,0.5,1.75,0.0,0.3,9.55,474.0,-0.0012405094980088,Clear,Midtown Manhattan
2,2015-01-10 18:18:58,2015-01-10 18:28:49,1,2.26,-73.96798706054686,40.80241775512695,1,N,-73.9593505859375,40.78280258178711,1,10.0,0.0,0.5,1.5,0.0,0.3,12.3,591.0,-0.0011379519003137,Clear,Otra
2,2015-01-03 23:31:38,2015-01-03 23:38:02,6,1.42,-73.99327850341797,40.747188568115234,1,N,-74.00762176513672,40.752349853515625,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,384.0,-0.0012232473280997,Clear,Midtown Manhattan
2,2015-01-07 15:38:52,2015-01-07 15:43:33,2,1.06,-73.96483612060547,40.76011657714844,1,N,-73.97570037841797,40.7519760131836,1,5.5,0.0,0.5,1.1,0.0,0.3,7.4,281.0,-0.0012598025114366,Clear,Otra
1,2015-01-31 04:27:19,2015-01-31 04:41:03,1,2.7,-73.98444366455078,40.7427215576172,1,N,-73.95719146728516,40.77014923095703,1,12.0,0.5,0.5,1.5,0.0,0.3,14.8,824.0,-0.0010932733429019,Clear,Midtown Manhattan
1,2015-01-04 19:22:28,2015-01-04 19:31:37,1,2.2,-74.00511932373048,40.72001266479492,1,N,-73.990478515625,40.74867630004882,2,9.0,0.0,0.5,0.0,0.0,0.0,9.8,549.0,-0.0011440444308698,Clear,Lower Manhattan
1,2015-01-30 11:53:14,2015-01-30 12:04:54,1,1.1,-73.95661926269531,40.77134704589844,1,N,-73.96968078613281,40.76320266723633,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,700.0,-0.0012557408243991,Clear,Otra
2,2015-01-25 19:08:13,2015-01-25 19:45:06,2,19.1,-73.78177642822266,40.644813537597656,2,N,-73.96121215820312,40.80195999145508,1,52.0,0.0,0.5,10.87,5.33,0.3,69.0,2213.0,0.0005720183424442,Clouds,Otra
1,2015-01-02 14:37:46,2015-01-02 14:52:22,1,5.0,-73.8709716796875,40.773731231689446,1,N,-73.92028045654298,40.7403450012207,2,16.0,0.0,0.5,0.0,0.0,0.0,16.8,876.0,-0.0008597263382497,Clouds,Queens
1,2015-01-12 13:46:54,2015-01-12 13:52:12,1,0.8,-73.95714569091797,40.780323028564446,1,N,-73.96427154541014,40.77005386352539,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,318.0,-0.0012862034771799,Clear,Otra
1,2015-01-05 22:40:21,2015-01-05 22:42:36,1,0.6,-73.97299194335938,40.78533554077149,1,N,-73.98065948486328,40.78252410888672,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,135.0,-0.001306511912367,Clear,Otra
1,2015-01-06 13:15:50,2015-01-06 13:39:02,1,2.8,-73.97340393066406,40.75349044799805,1,N,-73.97457885742188,40.782936096191406,1,15.5,0.0,0.5,4.07,0.0,0.3,20.37,1392.0,-0.0010831191253084,Clear,Otra
1,2015-01-21 14:09:06,2015-01-21 14:33:43,1,3.2,-73.99826049804686,40.7259178161621,1,N,-73.97386169433594,40.76277923583984,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8,1477.0,-0.0010425022549341,Clear,Lower Manhattan
1,2015-01-19 11:01:31,2015-01-19 11:17:03,3,3.9,-74.00316619873048,40.723499298095696,1,N,-73.9959259033203,40.76915740966797,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,932.0,-0.000971422731779,Clear,Lower Manhattan
2,2015-01-17 01:04:10,2015-01-17 01:07:45,1,0.93,-73.98453521728516,40.75415802001953,1,N,-73.976318359375,40.76577377319336,1,5.0,0.5,0.5,1.1,0.0,0.3,7.4,215.0,-0.0012730029943082,Clear,Midtown Manhattan
2,2015-01-28 12:14:30,2015-01-28 12:22:09,2,1.47,-73.95943450927734,40.77700805664063,1,N,-73.97037506103516,40.789905548095696,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8,459.0,-0.0012181702193029,Clear,Otra
2,2015-01-21 18:06:51,2015-01-21 18:16:23,1,1.26,-73.95976257324217,40.75876235961913,1,N,-73.96540832519531,40.77101516723633,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8,572.0,-0.0012394940762494,Clear,Otra
2,2015-01-10 22:11:20,2015-01-10 22:21:14,1,2.48,-74.01600646972656,40.70663070678711,1,N,-74.006103515625,40.73984146118164,1,10.5,0.5,0.5,1.5,0.0,0.3,13.3,594.0,-0.0011156126216078,Clear,Otra
1,2015-01-14 15:21:55,2015-01-14 15:38:38,1,2.2,-73.9783477783203,40.759883880615234,1,N,0.0,0.0,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,1003.0,-0.0011440444308698,Clear,Otra
2,2015-01-29 22:34:26,2015-01-29 22:47:46,1,4.36,-74.0001449584961,40.71796798706056,5,N,-74.0296630859375,40.75089263916016,1,45.0,0.0,0.5,14.39,11.75,0.3,71.94,800.0,-0.0009247133308486,Clear,Lower Manhattan
1,2015-01-24 19:54:31,2015-01-24 19:57:42,1,1.0,-73.9580535888672,40.77316284179688,1,N,-73.95173645019531,40.78628158569336,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,191.0,-0.0012658950419927,Clear,Otra
2,2015-01-03 09:42:17,2015-01-03 09:47:16,1,1.23,-73.98867797851561,40.72259521484375,1,N,-73.978515625,40.737003326416016,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,299.0,-0.0012425403415275,Clear,Lower Manhattan
2,2015-01-08 10:19:30,2015-01-08 10:29:12,1,4.4,-73.9870834350586,40.73648071289063,1,N,-74.01211547851561,40.70157241821289,1,14.0,0.0,0.5,2.8,0.0,0.3,17.6,582.0,-0.0009206516438112,Clear,Otra
1,2015-01-01 02:01:26,2015-01-01 02:09:31,1,2.0,-73.95606231689453,40.77604675292969,1,N,-73.9747543334961,40.75603866577149,1,8.5,0.5,0.5,1.2,0.0,0.0,11.0,485.0,-0.001164352866057,Clear,Otra
2,2015-01-24 10:23:56,2015-01-24 10:32:52,1,1.52,-73.99103546142578,40.75063705444336,1,N,-73.98783111572266,40.734962463378906,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,536.0,-0.0012130931105061,Clear,Midtown Manhattan
1,2015-01-09 19:59:15,2015-01-09 20:18:37,1,5.5,-73.95029449462889,40.78368377685546,1,N,-73.99777221679686,40.74157333374024,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,1162.0,-0.0008089552502818,Clear,Otra
2,2015-01-10 11:28:49,2015-01-10 11:38:41,1,1.75,-73.98151397705078,40.77115249633789,1,N,-73.98065185546875,40.75357818603516,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8,592.0,-0.0011897384100409,Clear,Otra
2,2015-01-16 19:44:44,2015-01-16 19:48:37,1,0.64,-73.99629974365233,40.74833297729492,1,N,-73.99207305908203,40.74250793457031,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,233.0,-0.0013024502253296,Clear,Midtown Manhattan
1,2015-01-24 02:01:20,2015-01-24 02:15:16,2,3.7,-73.9797134399414,40.727142333984375,1,N,-73.95223236083984,40.773197174072266,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15,836.0,-0.0009917311669662,Clear,Lower Manhattan
1,2015-01-10 01:54:59,2015-01-10 01:59:55,2,0.8,-73.9822998046875,40.72761917114258,1,N,-73.97642517089844,40.73345947265625,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,296.0,-0.0012862034771799,Clear,Lower Manhattan
2,2015-01-10 18:33:43,2015-01-10 18:38:00,2,0.78,-73.96489715576173,40.769390106201165,1,N,-73.95667266845702,40.77653884887695,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3,257.0,-0.0012882343206986,Clear,Otra
2,2015-01-26 14:10:33,2015-01-26 14:41:18,1,4.06,-73.99015045166014,40.75709533691406,1,N,-73.95684814453125,40.80487823486328,2,19.5,0.0,0.5,0.0,0.0,0.3,20.3,1845.0,-0.0009551759836293,Clear,Midtown Manhattan
1,2015-01-15 08:37:20,2015-01-15 08:41:12,1,0.7,-73.98284912109375,40.73926162719727,1,N,-73.96504211425781,40.75556182861328,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,232.0,-0.0012963576947734,Clear,Otra
2,2015-01-24 20:47:17,2015-01-24 21:02:35,6,6.39,-74.00486755371092,40.707149505615234,1,N,-73.94766998291014,40.77286911010742,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56,918.0,-0.000718582713699,Clear,Lower Manhattan
1,2015-01-10 12:23:47,2015-01-10 12:25:23,1,0.4,-74.00664520263672,40.71636962890625,1,N,-74.01118469238281,40.71366882324219,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15,96.0,-0.0013268203475542,Clear,Lower Manhattan
2,2015-01-02 10:11:21,2015-01-02 10:15:50,5,0.8,-73.9822769165039,40.77156829833984,1,N,-73.97959136962889,40.76283645629882,1,5.0,0.0,0.5,1.5,0.0,0.3,7.3,269.0,-0.0012862034771799,Clear,Otra
2,2015-01-12 07:52:31,2015-01-12 08:00:22,1,0.75,-73.96067810058595,40.76410675048828,1,N,-73.95199584960938,40.76925277709961,1,6.5,0.0,0.5,1.3,0.0,0.3,8.6,471.0,-0.0012912805859766,Clear,Otra
1,2015-01-23 08:49:42,2015-01-23 09:02:59,1,2.5,-73.99191284179686,40.75435256958008,1,N,-73.9832534790039,40.73036193847656,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,797.0,-0.0011135817780891,Clear,Midtown Manhattan
2,2015-01-15 12:13:03,2015-01-15 12:26:09,1,1.56,-73.98193359375,40.73101043701172,1,N,-74.00479125976561,40.740760803222656,1,10.0,0.0,0.5,2.0,0.0,0.3,12.8,786.0,-0.0012090314234687,Clear,Otra
2,2015-01-29 21:41:15,2015-01-29 21:42:45,1,0.27,-73.98226165771484,40.73162078857422,1,N,-73.979736328125,40.735111236572266,1,3.5,0.5,0.5,0.8,0.0,0.3,5.6,90.0,-0.0013400208304258,Clear,Otra
2,2015-01-22 20:57:12,2015-01-22 21:13:09,1,2.83,-73.98329162597656,40.75548553466797,1,N,-73.95390319824217,40.78193283081056,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,957.0,-0.0010800728600303,Clear,Midtown Manhattan
2,2015-01-23 19:52:27,2015-01-23 19:59:19,1,0.92,-73.95803070068358,40.77634048461913,1,N,-73.9637680053711,40.76525115966797,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3,412.0,-0.0012740184160676,Clear,Otra
2,2015-01-11 16:22:17,2015-01-11 16:53:27,1,11.86,-73.78865051269531,40.64742660522461,1,N,-73.95951080322266,40.69084548950195,1,36.0,0.0,0.5,6.0,0.0,0.3,42.8,1870.0,-0.0001631470113305,Clouds,Otra
2,2015-01-24 00:11:18,2015-01-24 00:18:54,1,1.11,-73.99636840820312,40.73234176635742,1,N,-73.99922180175781,40.72010040283203,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,456.0,-0.0012547254026398,Clear,Otra
1,2015-01-20 12:24:02,2015-01-20 12:31:49,1,1.0,-73.98619079589844,40.75210952758789,1,N,-73.97229766845702,40.75410842895508,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,467.0,-0.0012658950419927,Clear,Midtown Manhattan
2,2015-01-19 11:48:14,2015-01-19 11:55:19,5,1.53,-73.98046112060547,40.74245834350586,1,N,-73.97351837158203,40.75968170166016,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8,425.0,-0.0012120776887468,Clear,Midtown Manhattan
2,2015-01-02 09:09:19,2015-01-02 09:28:22,1,11.68,-73.8748550415039,40.77406311035156,1,N,-73.98076629638672,40.74178314208984,1,32.0,0.0,0.5,7.47,5.33,0.3,45.6,1143.0,-0.0001814246029989,Clouds,Queens
2,2015-01-01 21:18:35,2015-01-01 21:34:53,1,4.03,-73.97872924804686,40.72975540161133,1,N,-73.99181365966798,40.76817321777344,1,15.0,0.5,0.5,1.0,0.0,0.3,17.3,978.0,-0.0009582222489074,Clear,Lower Manhattan
2,2015-01-10 23:14:19,2015-01-10 23:28:57,1,4.35,-74.00154876708984,40.727684020996094,1,N,-73.94880676269531,40.7259635925293,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,878.0,-0.000925728752608,Clear,Lower Manhattan
1,2015-01-22 14:19:55,2015-01-22 14:32:47,1,1.2,-73.96908569335938,40.76131820678711,1,N,-73.9773178100586,40.75558090209961,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8,772.0,-0.0012455866068056,Clear,Otra
1,2015-01-01 00:48:53,2015-01-01 00:50:20,1,0.3,-73.99879455566406,40.74217224121094,1,N,-73.998046875,40.74592971801758,2,3.5,0.5,0.5,0.0,0.0,0.0,4.8,87.0,-0.0013369745651477,Clear,Midtown Manhattan
1,2015-01-28 14:49:44,2015-01-28 15:01:24,1,1.4,-73.9631118774414,40.777881622314446,1,N,-73.97115325927734,40.79022979736328,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,700.0,-0.0012252781716184,Clear,Otra
1,2015-01-19 14:59:20,2015-01-19 15:09:31,1,1.7,-73.98388671875,40.721641540527344,1,N,-73.9970703125,40.73719024658203,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,611.0,-0.0011948155188377,Clear,Lower Manhattan
2,2015-01-21 18:19:22,2015-01-21 19:11:46,6,17.46,-74.00916290283203,40.72985076904297,2,N,-73.79048919677734,40.6439208984375,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8,3144.0,0.0004054891739096,Clear,Lower Manhattan
1,2015-01-07 16:40:14,2015-01-07 16:45:14,1,0.7,0.0,0.0,1,N,0.0,0.0,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75,300.0,-0.0012963576947734,Clear,Otra
2,2015-01-07 19:12:46,2015-01-07 19:41:18,1,9.46,-73.86275482177734,40.76940155029297,1,N,-73.98614501953125,40.74681854248047,1,31.0,1.0,0.5,9.33,5.33,0.3,47.46,1712.0,-0.0004068482335763,Clouds,Queens
2,2015-01-26 11:44:23,2015-01-26 11:57:14,1,1.53,-74.01483154296875,40.71599960327149,1,N,-73.99639129638672,40.72380828857422,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,771.0,-0.0012120776887468,Clear,Otra
1,2015-01-14 15:40:23,2015-01-14 15:59:26,1,2.4,-73.94380187988281,40.776615142822266,1,N,-73.9710235595703,40.760520935058594,1,13.5,0.0,0.5,2.8,0.0,0.3,17.1,1143.0,-0.0011237359956827,Clear,Otra
1,2015-01-05 16:58:46,2015-01-05 17:07:15,2,1.3,-73.93730926513672,40.7975959777832,1,N,-73.94525909423827,40.80788040161133,1,7.5,1.0,0.5,0.0,0.0,0.3,9.3,509.0,-0.001235432389212,Clear,Otra
2,2015-01-26 10:31:49,2015-01-26 11:03:40,1,7.48,-74.0011215209961,40.7164306640625,1,N,-73.96430969238281,40.80232238769531,1,27.5,0.0,0.5,2.0,0.0,0.3,30.3,1911.0,-0.0006079017419291,Clear,Lower Manhattan
1,2015-01-23 18:44:20,2015-01-23 19:02:03,1,2.2,-73.97543334960938,40.76102828979492,1,N,-73.99044799804686,40.7346076965332,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56,1063.0,-0.0011440444308698,Clear,Otra
2,2015-01-14 15:24:15,2015-01-14 15:27:04,1,0.26,-73.9642105102539,40.76773834228516,1,N,-73.9669418334961,40.76491928100586,1,4.0,0.0,0.5,1.0,0.0,0.3,5.8,169.0,-0.0013410362521852,Clear,Otra
1,2015-01-12 13:50:54,2015-01-12 14:03:14,1,2.3,-73.98997497558594,40.74063491821289,1,N,-73.96585083007811,40.7542381286621,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,740.0,-0.0011338902132762,Clear,Midtown Manhattan
1,2015-01-07 09:39:31,2015-01-07 09:54:15,1,3.1,-74.01033020019531,40.72041702270508,1,N,-73.9901351928711,40.74637985229492,1,13.5,0.0,0.5,1.0,0.0,0.3,15.3,884.0,-0.0010526564725276,Clear,Otra
2,2015-01-27 20:53:26,2015-01-27 20:58:59,1,0.84,-73.92023468017578,40.73567962646485,1,N,-73.91551208496092,40.74324035644531,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,333.0,-0.0012821417901424,Clouds,Otra
2,2015-01-05 09:29:54,2015-01-05 09:46:31,1,2.07,-73.96283721923827,40.76148986816406,1,N,-73.98986053466798,40.757190704345696,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,997.0,-0.0011572449137415,Clear,Otra
2,2015-01-03 12:33:34,2015-01-03 12:46:45,3,4.84,-73.96192169189453,40.7652702331543,1,N,-73.9890899658203,40.71896362304688,1,16.0,0.0,0.5,2.0,0.0,0.3,18.8,791.0,-0.0008759730863994,Clear,Otra
2,2015-01-13 22:55:39,2015-01-13 23:27:51,1,21.14,-73.78913116455078,40.644676208496094,1,N,-74.00062561035155,40.6772918701172,1,57.0,0.5,0.5,14.38,0.0,0.3,72.68,1932.0,0.0007791643813531,Clouds,Otra
1,2015-01-04 11:34:50,2015-01-04 11:42:08,2,1.4,-73.98368835449217,40.76806640625,1,N,-73.9908447265625,40.7507209777832,1,7.0,0.0,0.5,2.3,0.0,0.0,10.1,438.0,-0.0012252781716184,Clear,Midtown Manhattan
2,2015-01-18 11:27:55,2015-01-18 11:31:43,1,0.9,-73.96710968017578,40.76364135742188,1,N,-73.97452545166014,40.75284957885742,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,228.0,-0.0012760492595863,Clear,Otra
1,2015-01-20 16:20:04,2015-01-20 16:23:57,1,0.6,-73.94551086425781,40.77836227416992,1,N,-73.95520782470702,40.7794075012207,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3,233.0,-0.001306511912367,Clear,Otra
2,2015-01-21 09:18:47,2015-01-21 09:26:18,4,1.79,-73.98763275146483,40.74438095092773,1,N,-73.99864196777344,40.72333908081056,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,451.0,-0.0011856767230035,Clear,Midtown Manhattan
2,2015-01-22 09:08:04,2015-01-22 09:24:14,3,2.11,-73.97319030761719,40.74869155883789,1,N,-73.99387359619139,40.728191375732415,1,12.0,0.0,0.5,1.9,0.0,0.3,14.7,970.0,-0.001153183226704,Clear,Otra
1,2015-01-14 08:39:12,2015-01-14 08:58:43,1,2.6,-73.9740982055664,40.79193878173828,1,N,-73.96342468261719,40.7690544128418,1,14.0,0.0,0.5,1.5,0.0,0.3,16.3,1171.0,-0.0011034275604955,Clear,Otra
1,2015-01-02 11:17:09,2015-01-02 11:25:54,4,2.1,-73.97650909423827,40.748291015625,1,N,-73.95629119873048,40.775638580322266,1,9.0,0.0,0.5,1.95,0.0,0.0,11.75,525.0,-0.0011541986484634,Clear,Otra
1,2015-01-25 10:13:07,2015-01-25 10:13:59,2,0.1,-73.99752044677734,40.73624420166016,2,N,-73.99651336669923,40.73773193359375,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,52.0,-0.0013572830003349,Clear,Otra
1,2015-01-09 20:06:51,2015-01-09 20:11:19,1,0.3,-73.98690032958984,40.71818542480469,1,N,-73.99034118652342,40.7215690612793,1,4.5,0.5,0.5,1.2,0.0,0.3,7.0,268.0,-0.0013369745651477,Clear,Lower Manhattan
1,2015-01-07 11:16:15,2015-01-07 11:19:14,1,0.6,-73.99443817138672,40.750686645507805,1,N,-74.00038146972656,40.747955322265625,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,179.0,-0.001306511912367,Clear,Midtown Manhattan
1,2015-01-25 14:00:28,2015-01-25 14:30:49,1,2.7,-73.9866485595703,40.77674102783203,1,N,-73.99526977539062,40.7497444152832,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,1821.0,-0.0010932733429019,Clear,Otra
2,2015-01-29 19:44:16,2015-01-29 19:53:12,1,1.9,-74.00125122070312,40.72768020629882,1,N,-73.99137115478516,40.750354766845696,1,8.5,1.0,0.5,2.06,0.0,0.3,12.36,536.0,-0.0011745070836505,Clear,Lower Manhattan
1,2015-01-31 11:58:05,2015-01-31 12:03:03,1,1.0,-73.98104858398438,40.747928619384766,1,N,-73.97956848144531,40.75853729248047,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,298.0,-0.0012658950419927,Clear,Midtown Manhattan
2,2015-01-03 13:38:17,2015-01-03 13:43:00,2,0.88,-74.002685546875,40.72182083129882,1,N,-73.99349212646483,40.72737503051758,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,283.0,-0.001278080103105,Clear,Lower Manhattan
2,2015-01-08 17:43:47,2015-01-08 17:52:21,1,1.67,-73.98473358154298,40.74281311035156,1,N,-74.00137329101561,40.727806091308594,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8,514.0,-0.0011978617841158,Clear,Midtown Manhattan
2,2015-01-29 12:15:32,2015-01-29 12:28:39,2,1.49,-73.97830200195312,40.751949310302734,1,N,-73.98285675048828,40.766693115234375,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,787.0,-0.0012161393757842,Clear,Otra
2,2015-01-31 03:57:34,2015-01-31 04:25:47,1,16.76,-73.9831771850586,40.7558708190918,3,N,-74.18302154541014,40.68790817260742,1,63.0,0.5,0.0,14.71,9.75,0.3,88.26,1693.0,0.0003344096507546,Clear,Midtown Manhattan
2,2015-01-09 21:29:21,2015-01-09 21:37:38,2,0.87,-73.98287200927734,40.74496841430664,1,N,-73.99117279052734,40.74878692626953,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,497.0,-0.0012790955248644,Clear,Midtown Manhattan
1,2015-01-11 10:23:06,2015-01-11 10:26:45,2,0.6,-73.95962524414062,40.774017333984375,1,N,-73.96092987060547,40.76678085327149,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,219.0,-0.001306511912367,Clear,Otra
2,2015-01-02 19:41:01,2015-01-02 19:46:04,1,0.5,-73.98027038574217,40.76526641845703,1,N,-73.98457336425781,40.760833740234375,1,5.0,1.0,0.5,1.5,0.0,0.3,8.3,303.0,-0.0013166661299606,Clear,Midtown Manhattan
2,2015-01-16 20:42:53,2015-01-16 21:02:52,6,4.28,-73.99081420898438,40.7281379699707,1,N,-73.95907592773438,40.78107833862305,1,17.0,0.5,0.5,3.5,0.0,0.3,21.8,1199.0,-0.0009328367049235,Clear,Lower Manhattan
1,2015-01-30 20:41:39,2015-01-30 20:45:51,4,0.7,-74.00311279296875,40.73299789428711,1,N,-74.00469970703125,40.72273254394531,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,252.0,-0.0012963576947734,Clear,Otra
2,2015-01-09 00:45:45,2015-01-09 00:57:27,1,4.54,-74.00367736816406,40.75075912475586,1,N,-73.96782684326173,40.801921844482415,1,15.0,0.5,0.5,2.0,0.0,0.3,18.3,702.0,-0.0009064357391802,Clear,Midtown Manhattan
1,2015-01-15 09:49:55,2015-01-15 10:04:43,1,2.8,-73.9616928100586,40.75569152832031,1,N,-73.95558929443358,40.78707885742188,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36,888.0,-0.0010831191253084,Clear,Otra
1,2015-01-17 21:35:11,2015-01-17 21:42:03,1,1.4,0.0,0.0,1,N,0.0,0.0,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,412.0,-0.0012252781716184,Clear,Otra
1,2015-01-15 06:50:13,2015-01-15 07:37:27,1,17.9,-73.98259735107422,40.771583557128906,2,Y,-73.78202056884764,40.648635864257805,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,2834.0,0.0004501677313213,Clear,Otra
2,2015-01-12 06:54:28,2015-01-12 07:02:47,2,1.53,-73.96736145019531,40.75651931762695,1,N,-73.97367858886719,40.73876190185546,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,499.0,-0.0012120776887468,Clear,Otra
2,2015-01-20 10:06:51,2015-01-20 10:18:25,1,1.37,-74.00145721435547,40.724891662597656,1,N,-73.9925079345703,40.74324417114258,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8,694.0,-0.0012283244368965,Clear,Lower Manhattan
